### 2023 40
Districts|AD (NonCholera)|Malaria|ILI|SARI|ALRI <5 Years|B. Diarrhea|Typhoid|CL|AVH (A & E)|Dog Bite
Haripur|384|134|27|68|26|10|7|0|13|3
Karak|292|98|137|23|203|4|15|10|3|3
Khyber|283|89|116|10|38|30|71|16|7|1
Kohat|362|76|89|15|1|4|12|11|0|0
Kohistan Lower|106|0|4|0|0|0|2|0|0|0
Kohistan Upper|302|0|11|39|0|2|10|2|22|2
Kolai Palas|96|16|0|3|0|1|2|0|1|0
L & C Kurram|11|0|0|0|0|0|3|0|0|0
Lakki Marwat|609|15|456|45|0|2|27|24|10|0
Malakand|579|71|34|58|24|13|69|0|2|4
Mansehra|392|314|0|9|197|25|2|0|0|0
Mardan|569|0|8|112|0|21|17|68|9|10
Mohmand|111|195|222|6|180|3|28|7|0|2
North Waziristan|0|0|15|0|0|0|0|0|0|0
Nowshera|720|49|71|0|12|14|9|10|6|3
Orakzai|29|18|8|0|0|1|2|39|0|0
Peshawar|2078|1405|41|134|221|57|63|11|13|38
SD Tank|9|0|10|0|0|0|3|0|0|1
Shangla|554|0|179|632|26|36|3|56|46|15
SWA|13|3|11|2|17|1|2|0|0|0
South Waziristan (Lower)|33|166|17|8|29|15|2|11|5|0
Swabi|646|862|50|176|86|2|3|116|34|19
Swat|1149|88|46|175|5|2|8|66|20|8
Tank|293|0|219|0|0|2|7|0|0|1
Tor Ghar|110|0|32|5|36|0|14|33|1|1
Upper Kurram|116|309|8|28|200|8|28|11|2|0
Total|16084|6721|4889|2760|1672|837|808|705|571|212

### 2024 51
Districts|AD (NonCholera)|Malaria|ILI|B.Diarrhea|SARI|ALRI <5 Years|Typhoid|Dog Bite|TB|AVH (A&E)
Abbottabad|467|277|28|122|43|6|75|58|52|0
Bajaur|286|19|94|32|91|65|53|2|11|43
Bannu|516|54|1034|17|0|18|4|100|31|1
Battagram|121|561|35|9|10|0|9|0|41|1
Buner|80|30|90|0|0|0|0|3|2|0
Charsadda|1080|1324|444|149|3|97|5|18|28|9
Chitral Lower|331|254|7|31|35|15|5|7|9|0
Chitral Upper|73|15|1|16|9|1|0|11|1|0
D.I. Khan|1325|0|489|19|0|20|13|2|45|0
Dir Lower|898|9|176|125|0|82|34|34|13|12
Dir Upper|429|141|5|22|6|22|3|2|9|0
Hangu|80|121|186|10|7|0|4|1|3|0
Haripur|486|363|0|136|30|4|0|11|3|15
Karak|316|31|110|29|36|22|9|1|5|2
Khyber|277|74|84|34|34|98|22|29|6|4
Kohat|339|65|56|6|53|8|10|1|0|0
Kohistan Lower|93|0|1|1|0|3|1|0|0|0
Kohistan Upper|204|17|9|4|0|11|0|0|0|0
Kolai Palas|5|0|0|1|0|0|0|0|0|0
L & C Kurram|8|0|1|0|8|0|0|0|0|0
Lakki Marwat|470|34|318|28|0|19|15|0|4|0
Malakand|465|7|13|76|17|66|0|11|2|66
Mansehra|348|211|0|3|89|6|0|1|1|0
Mardan|434|0|2|64|15|2|58|12|5|0
Mohmand|94|207|160|16|190|17|17|6|1|0
North Waziristan|0|0|15|3|0|0|0|2|1|0
Nowshera|704|90|39|6|16|11|12|24|9|14
Orakzai|26|13|5|0|0|4|3|0|1|0
Peshawar|1807|1537|29|88|251|65|8|58|18|17
SD Tank|5|2|7|0|0|0|0|0|0|0
Shangla|626|0|284|384|42|5|88|7|65|2
SWA|7|7|14|3|20|0|0|0|0|0
South Waziristan (Lower)|21|201|15|9|48|2|8|13|6|0
Swabi|611|807|50|93|72|3|103|43|36|19
Swat|793|236|19|194|0|12|31|1|16|58
Tank|438|171|465|16|0|6|0|5|14|0
Tor Ghar|42|0|24|33|39|13|29|2|0|145
Upper Kurram|101|355|7|34|233|25|11|6|4|0
Total|14407|7233|4316|1813|1397|728|630|471|442|408

### 2024 52
Districts|AD (NonCholera)|Malaria|ILI|B.Diarrhea|SARI|ALRI <5 Years|Typhoid|Dog Bite|TB|AVH (A&E)
Abbottabad|401|162|0|112|36|48|7|44|12|0
Bajaur|314|86|144|36|78|70|111|0|9|14
Bannu|644|6|1309|14|6|3|6|97|26|1
Battagram|125|615|30|12|0|2|1|3|42|1
Buner|101|25|122|0|0|9|0|5|2|0
Charsadda|895|1752|392|687|6|12|188|49|12|0
Chitral Lower|233|247|7|30|33|11|43|2|6|5
Chitral Upper|86|25|4|10|3|0|3|11|0|0
D.I. Khan|1229|0|328|11|0|13|20|3|43|2
Dir Lower|884|2|171|135|0|32|108|34|13|1
Dir Upper|537|135|6|14|6|7|0|3|17|8
Hangu|108|274|220|4|16|8|4|1|2|25
Haripur|383|158|1|86|15|0|1|8|1|0
Karak|250|102|59|27|55|13|14|1|2|76
Khyber|341|100|130|38|27|30|74|76|8|46
Kohat|312|97|44|15|35|21|17|3|0|0
Kohistan Lower|67|0|0|0|0|1|5|0|0|0
Kohistan Upper|190|5|6|9|0|0|8|0|0|0
Kolai Palas|51|9|1|2|0|0|4|0|1|0
L & C Kurram|2|16|4|2|3|0|9|1|0|0
Lakki Marwat|416|25|228|28|0|23|19|4|7|2
Malakand|358|158|9|69|28|0|43|11|2|23
Mansehra|342|319|1|40|216|0|2|17|2|0
Mardan|524|0|11|62|0|62|12|12|10|0
Mohmand|106|182|159|15|202|19|23|4|3|94
North Waziristan|7|47|27|17|21|0|4|6|1|6
Nowshera|593|90|26|16|11|14|8|17|5|4
Orakzai|30|9|3|0|0|1|8|0|1|0
Peshawar|1520|1339|30|171|277|3|58|59|24|0
SD Tank|6|2|9|0|0|0|2|1|0|0
Shangla|639|1|164|30|0|70|2|15|76|0
SWA|18|4|11|4|23|0|1|0|0|0
South Waziristan (Lower)|11|228|18|10|56|6|2|8|3|0
Swabi|670|848|40|187|67|84|1|26|33|0
Swat|1064|212|23|163|0|38|14|11|6|0
Tank|427|159|429|23|0|329|6|27|15|2
Tor Ghar|16|0|13|4|13|26|10|1|0|14
Upper Kurram|158|385|11|33|230|8|28|6|4|0
Total|14058|7824|4190|2116|1463|963|866|566|388|324

### 2025 1
Districts|AD (NonCholera)|Malaria|ILI|B.Diarrhea|SARI|ALRI <5 Years|Typhoid|Dog Bite|TB|AVH (A&E)
Abbottabad|388|168|0|75|28|5|47|28|8|0
Bajaur|299|126|138|42|141|50|57|2|12|21
Bannu|594|7|1360|18|0|34|3|88|17|0
Battagram|137|642|14|39|0|NR|1|0|42|NR
Buner|135|0|107|0|0|0|13|4|1|0
Charsadda|1148|1589|395|833|41|188|16|44|8|0
Chitral Lower|214|214|5|31|21|10|13|1|1|3
Chitral Upper|61|18|0|5|0|0|1|7|0|0
D.I. Khan|1033|0|245|21|0|21|12|0|47|1
Dir Lower|819|4|129|27|0|52|24|32|9|0
Dir Upper|464|124|4|16|0|0|3|2|20|8
Hangu|72|245|158|21|18|10|3|0|3|6
Haripur|482|385|0|48|5|1|8|11|46|0
Karak|262|16|45|23|50|8|7|2|2|100
Khyber|474|304|480|160|119|156|45|86|28|142
Kohat|255|30|21|7|15|15|13|5|0|2
Kohistan Lower|69|0|0|0|0|5|0|0|1|0
Kohistan Upper|275|0|11|13|0|9|0|0|14|0
Kolai Palas|63|8|1|1|4|5|0|1|1|0
L & C Kurram|3|14|9|0|8|13|0|1|0|0
Lakki Marwat|461|21|145|33|0|13|38|4|5|1
Malakand|349|120|11|55|31|49|0|16|2|32
Mansehra|395|406|1|20|243|2|0|0|4|0
Mardan|526|0|6|72|27|15|66|18|8|0
Mohmand|108|171|108|3|203|19|14|4|0|93
North Waziristan|2|0|6|2|13|1|0|1|0|0
Nowshera|829|55|25|8|13|26|7|7|12|5
Orakzai|20|13|3|0|0|6|18|0|1|0
Peshawar|1712|1201|5|196|285|107|6|57|29|0
SD Tank|9|2|7|0|0|0|0|0|0|0
Shangla|534|0|142|64|0|1|48|4|54|2
South Waziristan (Lower)|17|243|18|8|74|2|4|7|4|0
SWU|10|19|6|0|15|0|0|0|0|0
Swabi|739|1029|48|342|74|6|177|40|45|0
Swat|999|271|29|176|10|13|41|46|14|0
Tank|502|151|417|18|0|3|0|35|17|1
Tor Ghar|37|0|17|3|35|14|32|5|1|12
Upper Kurram|112|317|1|22|272|29|13|3|3|0
Total|14609|7913|4117|2402|1745|888|730|561|459|429

### 2025 2
Districts|AD (NonCholera)|ILI|Malaria|ALRI <5 Years|SARI|B.Diarrhea|Dog Bite|Typhoid|TB|CL
Abbottabad|360|140|0|97|25|7|29|10|12|0
Bajaur|360|10|123|32|93|74|52|2|6|12
Bannu|662|11|1403|23|2|33|3|92|27|0
Battagram|133|578|24|1|1|1|36|NR|NR|NR
Buner|184|0|159|0|0|1|13|1|2|0
Charsadda|1076|1481|385|653|34|209|23|52|10|0
Chitral Lower|166|200|9|24|47|3|9|9|3|11
Chitral Upper|50|4|5|1|1|2|5|7|1|0
D.I. Khan|1105|0|213|19|0|18|14|3|44|1
Dir Lower|877|6|153|130|0|54|26|35|15|2
Dir Upper|427|158|4|21|0|1|15|2|25|7
Hangu|60|180|48|0|0|0|0|0|2|2
Haripur|453|380|0|58|0|0|8|5|53|0
Karak|343|26|58|8|88|15|18|3|1|93
Khyber|453|248|447|108|13|169|56|97|31|90
Kohat|337|75|10|8|33|18|11|2|0|3
Kohistan Lower|58|0|2|0|0|3|1|0|0|0
Kohistan Upper|365|8|14|24|0|19|4|1|0|0
Kolai Palas|62|12|2|5|13|6|0|1|1|0
L & C Kurram|1|17|6|0|12|8|1|1|0|0
Lakki Marwat|498|35|181|54|0|12|42|11|7|1
Malakand|446|168|10|63|36|45|0|18|2|33
Mansehra|464|339|0|14|298|0|0|5|2|0
Mardan|577|0|10|65|0|18|47|18|13|0
Mohmand|99|203|109|7|187|19|15|2|1|78
North Waziristan|0|0|8|10|32|12|0|0|0|0
Nowshera|988|57|24|13|5|23|12|7|11|5
Orakzai|11|16|7|0|0|7|8|0|0|0
Peshawar|1845|865|34|224|188|111|5|57|20|0
SD Tank|9|3|11|0|0|1|0|1|0|0
Shangla|363|3|163|22|5|6|23|15|4|0
South Waziristan (Lower)|26|238|7|6|64|0|5|13|2|0
SWU|9|6|16|3|17|2|0|0|0|14
Swabi|773|798|27|198|41|10|149|23|32|0
Swat|1015|168|26|178|14|21|21|28|7|0
Tank|496|145|93|22|0|13|0|38|15|2
Tor Ghar|112|0|6|6|85|15|25|1|3|17
Upper Kurram|96|330|7|22|209|17|7|4|4|0
Total|15360|6908|3804|2119|1543|972|648|564|392|371

### 2025 3
Districts|AD (NonCholera)|ILI|Malaria|SARI|ALRI < 5 years|B. Diarrhea|Dog Bite|Typhoid|TB|CL
Abbottabad|402|199|0|8|52|6|99|43|10|0
Bajaur|318|76|102|147|35|74|55|2|7|22
Bannu|597|14|1325|5|26|30|2|80|18|0
Battagram|138|584|18|NR|8|1|NR|NR|38|NR
Buner|157|0|210|0|0|0|16|1|2|0
Charsadda|1231|1524|448|438|632|266|4|80|23|1
Chitral Lower|208|245|4|25|13|8|10|2|3|7
Chitral Upper|67|3|2|3|4|1|4|6|0|0
D.I. Khan|1006|0|226|0|23|17|6|3|48|0
Dir Lower|913|1|151|0|131|71|53|20|8|3
Dir Upper|480|155|7|13|127|2|15|4|26|8
Hangu|85|161|28|0|0|7|6|1|0|57
Haripur|465|309|3|10|65|0|19|5|140|0
Karak|279|32|67|97|34|10|7|0|2|106
Khyber|300|98|114|58|46|93|24|65|18|76
Kohat|343|75|33|39|9|13|13|6|0|16
Kohistan Lower|51|0|1|0|1|8|1|0|0|0
Kohistan Upper|157|0|5|0|6|12|4|0|0|0
Kolai Palas|46|0|1|3|0|2|0|1|0|0
L & C Kurram|5|7|4|8|0|12|0|0|0|0
Lakki Marwat|539|28|178|0|47|8|54|3|3|1
Malakand|286|27|2|26|44|18|0|19|0|39
Mansehra|373|310|0|905|35|1|0|0|9|0
Mardan|695|0|7|5|116|20|56|12|6|0
Mohmand|109|191|128|166|2|24|26|5|1|71
North Waziristan|49|94|5|13|111|0|20|63|0|11
Nowshera|860|86|28|9|30|7|39|7|10|2
Orakzai|17|33|6|0|1|1|25|0|0|0
Peshawar|1712|761|34|216|220|107|10|39|19|0
SD Tank|6|2|7|0|0|1|0|0|0|0
Shangla|680|0|118|0|34|5|62|13|56|1
South Waziristan (Lower)|14|226|4|74|7|2|8|10|1|0
SWU|12|13|8|27|2|1|0|0|0|0
Swabi|707|901|48|44|150|4|148|45|43|0
Swat|968|112|5|0|92|16|22|43|7|0
Tank|429|162|105|0|21|5|0|28|12|1
Tor Ghar|49|0|9|15|32|22|35|1|0|1
Upper Kurram|75|361|8|322|37|17|8|3|4|0
Total|14831|6790|3449|2676|2193|892|851|610|514|423

### 2025 4
Districts|AD (NonCholera)|ILI|Malaria|ALRI < 5 years|SARI|B. Diarrhea|Dog Bite|Typhoid|TB|CL
Abbottabad|440|298|0|88|29|10|8|39|10|0
Bajaur|286|149|82|27|130|71|58|1|4|19
Bannu|558|7|1533|19|0|24|2|88|26|1
Battagram|138|573|7|1|30|NR|3|NR|NR|NR
Buner|193|0|211|0|0|0|13|0|2|0
Charsadda|1326|1556|464|701|5|150|6|88|22|0
Chitral Lower|202|202|2|20|29|8|5|1|4|6
Chitral Upper|54|2|2|5|2|0|1|7|1|0
D.I. Khan|1109|0|186|45|0|14|10|2|43|1
Dir Lower|819|1|174|28|0|59|56|26|22|1
Dir Upper|478|270|4|16|3|2|39|1|18|7
Haripur|387|185|0|60|29|0|7|3|40|0
Karak|230|66|92|45|85|18|6|1|1|137
Khyber|421|223|112|154|190|139|43|90|13|74
Kohat|313|77|31|12|39|19|15|4|0|54
Kohistan Lower|46|0|1|0|0|3|0|0|1|0
Kohistan Upper|228|12|10|15|0|12|0|0|0|0
Kolai Palas|51|10|1|4|3|8|0|2|2|0
L & C Kurram|6|6|6|0|0|5|1|0|0|0
Lakki Marwat|585|34|161|30|0|16|55|15|2|1
Malakand|444|82|31|45|31|30|0|12|2|37
Mansehra|431|278|17|13|6|2|0|8|3|0
Mardan|687|0|3|49|0|15|35|14|11|0
Mohmand|106|209|128|10|161|23|12|3|3|57
North Waziristan|24|0|7|1|3|0|1|2|1|1
Nowshera|860|36|16|6|6|10|1|2|14|3
Orakzai|3|23|1|0|0|7|0|0|0|0
Peshawar|1848|1050|26|97|209|122|8|47|22|0
SD Tank|4|3|9|0|0|0|0|0|0|0
Shangla|599|0|66|31|0|5|81|17|61|2
South Waziristan (Lower)|15|238|7|5|63|3|12|10|2|0
SWU|0|0|2|0|0|0|0|0|0|0
Swabi|679|837|43|173|64|2|172|38|44|0
Swat|1066|175|8|112|15|12|57|50|8|0
Tank|394|155|76|16|0|3|0|16|13|0
Tor Ghar|27|0|12|12|75|15|15|4|3|10
Upper Kurram|112|332|5|23|317|21|10|6|4|0
Total|15170|7089|3536|1862|1494|829|729|597|432|414

### 2025 5
Districts|AD (NonCholera)|ILI|Malaria|ALRI < 5 years|SARI|B. Diarrhea|Dog Bite|Typhoid|CL|TB
Abbottabad|376|175|0|54|11|8|92|4|0|14
Bajaur|308|93|111|39|105|74|49|1|20|17
Bannu|537|5|1351|19|6|42|2|74|0|22
Battagram|127|556|13|11|10|4|1|NR|13|43
Buner|168|0|192|1|0|0|13|1|0|0
Charsadda|1296|1495|372|512|5|144|24|106|0|32
Chitral Lower|213|176|3|16|24|6|14|1|11|2
Chitral Upper|40|2|0|3|0|0|3|2|0|0
D.I. Khan|1172|0|183|41|0|24|10|0|2|48
Dir Lower|905|0|209|19|0|69|41|36|1|10
Dir Upper|484|149|2|96|0|2|29|5|5|26
Hangu|154|321|38|3|0|3|8|4|48|9
Haripur|435|355|0|93|34|1|6|0|0|38
Karak|264|54|85|48|120|9|16|3|118|1
Khyber|359|109|21|87|26|94|53|26|63|11
Kohat|337|85|9|4|34|26|23|5|63|0
Kohistan Lower|58|0|1|0|0|1|1|0|0|0
Kohistan Upper|168|7|0|12|0|7|0|0|0|0
Kolai Palas|42|8|1|4|1|7|0|3|0|2
L & C Kurram|15|9|10|1|0|10|0|0|0|1
Lakki Marwat|552|31|157|26|0|5|37|9|2|4
Malakand|293|53|0|14|19|16|21|40|0|7
Mansehra|455|311|0|2|0|0|0|0|0|0
Mardan|635|0|4|80|0|20|62|19|0|14
Mohmand|81|159|108|2|171|15|24|1|95|0
North Waziristan|19|0|23|5|4|3|0|4|1|3
Nowshera|1025|107|23|6|14|32|8|6|1|8
Orakzai|37|21|9|0|0|3|0|0|0|0
Peshawar|2029|942|41|160|158|110|6|99|1|11
SD Tank|13|2|56|0|0|6|2|0|2|0
Shangla|458|0|237|27|0|4|37|19|0|56
South Waziristan (Lower)|18|280|6|8|55|0|9|7|0|3
SWU|0|1|0|1|7|0|0|0|0|0
Swabi|854|806|35|152|102|3|176|32|0|27
Swat|1056|158|7|137|4|32|25|9|0|7
Tank|427|114|84|19|0|1|0|25|0|15
Tor Ghar|38|0|13|41|25|20|29|2|10|0
Upper Kurram|122|287|8|17|186|21|5|3|0|1
Total|15571|6871|3412|1760|1121|822|805|527|496|432

### 2025 6
Districts|AD (noncholera)|ILI|Malaria|ALRI < 5 years|SARI|Dog Bite|B. Diarrhea|Typhoid|CL|Measles
Abbottabad|378|94|0|85|5|67|2|36|0|2
Bajaur|241|106|85|26|126|50|70|0|16|25
Bannu|548|11|1252|24|0|2|31|66|9|40
Battagram|147|567|8|7|11|7|2|NR|5|8
Buner|140|0|179|0|0|13|0|17|0|1
Charsadda|1300|1769|503|746|141|25|251|68|1|24
Chitral Lower|252|182|0|17|19|9|7|0|7|0
Chitral Upper|38|12|0|7|3|0|2|9|0|0
D.I. Khan|1042|0|128|38|0|10|23|0|0|61
Dir Lower|796|1|187|18|0|64|51|9|1|18
Dir Upper|478|102|2|80|0|17|1|2|0|12
Hangu|117|410|125|0|0|5|1|3|78|0
Haripur|485|299|0|92|24|18|1|1|0|5
Karak|161|104|63|46|122|49|14|9|63|8
Khyber|362|93|82|84|203|76|135|83|68|9
Kohat|259|43|19|3|29|20|8|0|63|2
Kohistan Lower|63|0|0|0|0|0|3|0|0|0
Kohistan Upper|192|0|3|5|0|1|13|0|0|1
Kolai Palas|37|5|0|2|7|0|3|1|0|0
L & C Kurram|11|4|7|0|0|0|5|0|0|0
Lakki Marwat|488|28|99|24|0|29|9|11|1|0
Malakand|331|38|1|34|14|0|25|26|32|0
Mansehra|375|217|0|0|16|0|0|3|0|0
Mardan|580|0|3|61|0|61|5|19|0|0
Mohmand|105|203|95|2|182|20|11|2|79|9
North Waziristan|31|5|8|2|27|0|3|0|3|12
Nowshera|971|75|21|151|12|7|26|15|1|6
Orakzai|44|29|8|18|144|20|3|2|0|5
Peshawar|1822|750|39|145|52|2|71|54|1|69
SD Tank|24|2|49|0|0|1|3|0|6|2
Shangla|554|5|163|26|1|66|3|20|0|5
South Waziristan (Lower)|18|252|12|12|65|31|3|11|0|3
SWU|16|19|4|0|4|1|0|0|0|0
Swabi|715|742|37|123|86|221|5|20|0|18
Swat|1020|153|5|125|20|14|20|13|0|9
Tank|445|121|66|23|0|4|5|19|0|3
Tor Ghar|37|0|17|29|18|39|12|1|8|3
Upper Kurram|114|310|4|15|166|6|19|5|0|0
Total|14739|6751|3274|2070|1497|955|846|525|442|360

### 2025 7
Districts|AD (noncholera)|ILI|Malaria|ALRI < 5 years|SARI|Dog Bite|B. Diarrhea|Typhoid|TB|Measles
Abbottabad|712|88|0|52|2|66|9|7|9|3
Bajaur|310|97|111|28|129|49|78|14|21|24
Bannu|727|7|1275|24|3|0|18|76|22|41
Battagram|161|598|8|1|12|1|43|3|NR|NR
Buner|149|0|210|0|0|15|0|5|0|1
Charsadda|1600|1715|320|643|12|2|157|87|18|22
Chitral Lower|239|147|5|29|35|13|18|0|0|0
Chitral Upper|56|8|2|6|4|0|1|5|2|0
D.I. Khan|1171|0|127|42|0|7|20|0|40|69
Dir Lower|784|0|164|16|0|54|54|33|9|16
Dir Upper|337|121|5|2|0|49|1|0|20|1
Hangu|109|303|81|0|0|3|5|4|2|0
Haripur|520|465|0|62|10|18|13|7|0|2
Karak|252|116|63|68|95|13|14|3|5|20
Khyber|427|91|52|92|18|54|84|111|19|4
Kohat|396|64|29|4|22|28|21|3|0|0
Kohistan Lower|7|0|0|0|0|0|1|0|0|0
Kohistan Upper|80|0|5|0|0|1|6|0|0|3
Kolai Palas|41|7|2|6|6|0|6|1|1|1
L & C Kurram|14|7|10|0|0|0|11|1|0|0
Lakki Marwat|587|30|122|11|1|43|11|10|8|4
Malakand|140|12|6|15|21|0|22|4|0|1
Mansehra|497|260|0|1|10|0|2|4|2|0
Mardan|84|0|0|0|0|1|0|0|0|0
Mohmand|113|181|153|8|172|16|20|6|3|5
North Waziristan|38|0|28|8|17|0|3|5|5|17
Nowshera|1097|58|21|131|12|78|29|29|19|8
Orakzai|63|20|11|0|0|9|3|5|0|5
Peshawar|2597|804|37|139|106|8|72|60|28|33
SD Tank|21|2|18|1|1|0|7|0|0|0
Shangla|669|2|114|26|0|75|3|36|47|2
South Waziristan (Lower)|16|133|12|5|47|8|3|6|1|1
SWU|27|36|7|0|16|0|1|1|0|0
Swabi|867|933|38|160|76|221|8|45|39|22
Swat|1222|168|4|160|0|29|27|26|13|8
Tank|560|115|79|28|0|0|3|23|7|3
Tor Ghar|45|0|10|25|13|19|15|6|2|2
Upper Kurram|121|341|7|12|127|5|33|2|2|0
Total|16856|6929|3136|1804|956|896|780|625|387|321

### 2025 8
Districts|AD (noncholera)|ILI|Malaria|ALRI < 5 years|SARI|Dog Bite|B. Diarrhea|Typhoid|Measles|TB
Abbottabad|601|40|0|30|3|55|13|14|18|7
Bajaur|336|72|127|28|104|48|73|8|23|11
Bannu|756|7|1345|16|4|1|30|80|49|21
Battagram|185|533|5|4|0|8|5|0|3|46
Buner|142|0|191|0|0|0|0|0|1|0
Charsadda|1567|1736|331|688|30|4|51|73|38|16
Chitral Lower|219|202|7|22|19|10|9|2|1|5
Chitral Upper|59|10|3|5|7|1|1|8|0|2
D.I. Khan|1192|0|103|37|0|7|18|1|78|33
Dir Lower|773|0|266|17|0|54|64|10|14|7
Dir Upper|538|78|1|30|4|7|0|3|6|25
Hangu|61|139|37|0|0|0|3|1|0|0
Haripur|513|328|0|90|30|21|0|2|3|0
Karak|234|63|54|48|92|40|16|1|17|5
Khyber|720|102|83|593|328|63|93|118|12|45
Kohat|344|58|7|3|12|14|23|6|2|0
Kohistan Lower|79|0|1|0|0|0|2|0|5|0
Kohistan Upper|250|0|5|21|1|0|21|0|0|21
Kolai Palas|52|10|2|4|10|0|6|5|0|1
L & C Kurram|10|5|0|0|0|1|9|1|0|0
Lakki Marwat|599|21|105|6|0|39|4|6|3|11
Malakand|493|15|5|32|22|0|44|40|17|2
Mansehra|555|329|0|4|2|0|4|7|0|3
Mardan|731|0|7|80|15|64|8|21|19|2
Mohmand|136|164|135|2|147|12|17|6|16|3
North Waziristan|41|0|22|3|11|0|4|10|15|6
Nowshera|961|38|46|127|10|78|11|19|10|22
Orakzai|70|22|6|0|0|77|3|4|10|0
Peshawar|2703|580|31|140|41|11|62|44|69|15
SD Tank|17|3|13|0|0|0|4|0|0|0
Shangla|173|0|204|9|0|42|5|18|6|4
South Waziristan (Lower)|13|13|4|0|82|0|0|1|0|0
SWU|27|38|19|0|11|0|0|0|1|0
Swabi|793|732|16|115|82|178|5|27|15|42
Swat|1456|152|0|153|0|24|24|46|8|7
Tank|593|121|95|28|0|3|0|20|2|5
Tor Ghar|35|0|12|23|18|1|15|5|2|3
Upper Kurram|134|296|8|12|207|6|39|9|0|4
Total|18163|5907|3296|2370|1292|869|686|616|463|374

### 2025 9
Districts|AD (noncholera)|ILI|Malaria|ALRI < 5 years|SARI|Dog Bite|B. Diarrhea|Typhoid|Measles|TB
Abbottabad|601|40|0|30|3|55|13|14|18|7
Bajaur|336|72|127|28|104|48|73|8|23|11
Bannu|756|7|1345|16|4|1|30|80|49|21
Battagram|185|533|5|4|0|8|5|0|3|46
Buner|142|0|191|0|0|0|0|0|1|0
Charsadda|1567|1736|331|688|30|4|51|73|38|16
Chitral Lower|219|202|7|22|19|10|9|2|1|5
Chitral Upper|59|10|3|5|7|1|1|8|0|2
D.I. Khan|1192|0|103|37|0|7|18|1|78|33
Dir Lower|773|0|266|17|0|54|64|10|14|7
Dir Upper|538|78|1|30|4|7|0|3|6|25
Hangu|61|139|37|0|0|0|3|1|0|0
Haripur|513|328|0|90|30|21|0|2|3|0
Karak|234|63|54|48|92|40|16|1|17|5
Khyber|720|102|83|593|328|63|93|118|12|45
Kohat|344|58|7|3|12|14|23|6|2|0
Kohistan Lower|79|0|1|0|0|0|2|0|5|0
Kohistan Upper|250|0|5|21|1|0|21|0|0|21
Kolai Palas|52|10|2|4|10|0|6|5|0|1
L & C Kurram|10|5|0|0|0|1|9|1|0|0
Lakki Marwat|599|21|105|6|0|39|4|6|3|11
Malakand|493|15|5|32|22|0|44|40|17|2
Mansehra|555|329|0|4|2|0|4|7|0|3
Mardan|731|0|7|80|15|64|8|21|19|2
Mohmand|136|164|135|2|147|12|17|6|16|3
North Waziristan|41|0|22|3|11|0|4|10|15|6
Nowshera|961|38|46|127|10|78|11|19|10|22
Orakzai|70|22|6|0|0|77|3|4|10|0
Peshawar|2703|580|31|140|41|11|62|44|69|15
SD Tank|17|3|13|0|0|0|4|0|0|0
Shangla|173|0|204|9|0|42|5|18|6|4
South Waziristan (Lower)|13|13|4|0|82|0|0|1|0|0
SWU|27|38|19|0|11|0|0|0|1|0
Swabi|793|732|16|115|82|178|5|27|15|42
Swat|1456|152|0|153|0|24|24|46|8|7
Tank|593|121|95|28|0|3|0|20|2|5
Tor Ghar|35|0|12|23|18|1|15|5|2|3
Upper Kurram|134|296|8|12|207|6|39|9|0|4
Total|18163|5907|3296|2370|1292|869|686|616|463|374

### 2025 11
Districts|AD (NonCholera)|ILI|Malaria|ALRI < 5 years|Dog Bite|B. Diarrhea|SARI|CL|Typhoid|Measles
Abbottabad|659|61|0|22|43|7|7|0|38|3
Bajaur|399|82|127|14|69|74|105|16|6|15
Bannu|718|2|1348|13|2|18|14|1|85|68
Battagram|123|441|6|5|9|6|NR|4|7|14
Buner|218|0|255|1|9|0|0|0|1|0
Charsadda|1716|1441|374|606|12|137|2|0|46|47
Chitral Lower|308|122|3|15|17|10|21|5|0|2
Chitral Upper|57|6|2|2|3|3|0|1|4|0
D.I. Khan|1315|0|139|26|29|12|0|1|2|92
Dir Lower|893|0|122|14|58|55|0|1|33|17
Dir Upper|707|59|2|92|20|3|8|0|7|11
Hangu|168|307|124|21|10|3|0|48|3|0
Haripur|564|288|0|84|31|0|35|0|7|3
Karak|298|82|41|74|38|18|10|277|0|29
Khyber|864|29|102|177|71|166|55|141|92|20
Kohat|458|0|14|4|26|18|0|17|4|3
Kohistan Lower|56|0|1|0|0|4|0|0|0|4
Kohistan Upper|162|9|8|7|0|31|3|0|0|15
Kolai Palas|42|12|1|4|0|4|1|0|3|0
L & C Kurram|10|4|0|0|1|13|0|0|0|0
Lakki Marwat|681|8|125|7|30|10|0|0|6|11
Mansehra|561|336|0|3|0|1|14|0|3|0
Mardan|362|166|10|289|71|16|0|38|44|19
Mohmand|127|206|135|3|19|23|156|75|3|11
North Waziristan|27|0|15|6|1|25|9|0|5|24
Nowshera|1334|45|29|93|9|21|20|1|19|6
Orakzai|109|24|7|0|6|8|0|0|0|0
Peshawar|2791|357|17|80|29|71|29|0|46|49
SD Peshawar|17|NR|NR|NR|NR|3|NR|NR|NR|NR
SD Tank|27|0|12|0|0|2|0|0|0|0
Shangla|586|0|129|12|51|2|0|0|20|10
South Waziristan (Lower)|15|14|3|1|0|1|2|0|1|0
SWU|22|57|20|1|0|0|24|0|0|0
Swabi|825|626|47|79|259|11|53|0|33|21
